address	user_id	imei	name	username	company	ssn	registration	mail	birthdate	current_location	residence
"055 Hughes Estates
Luistown, MN 82602"	375	359043379931766056	Diane Henderson	lori17	Moore, Elliott and Dawson	587-15-9899	2018/02/02	jenniferjames@hotmail.com	1943-08-29	(Decimal('-64.234742'), Decimal('35.013808'))	"670 Lewis Hill
Jenniferport, SD 84226"
"USS Clay
FPO AP 97432"	1153	8630330696303481388	Dominique Lopez	keith74	Rodriguez-Zimmerman	571-90-6339	2018/11/10	dsherman@hotmail.com	2005-06-29	(Decimal('84.352435'), Decimal('-75.166166'))	
"Unit 0791 Box 5448
DPO AE 80956"	1605	359043379931766452	John Prince	jsandoval	Wright, Scott and Lopez	757-38-4509	21 Dec 2020	nicole21@yahoo.com	2017-07-25	(Decimal('-60.968813'), Decimal('-5.743249'))	
	833	863033069630348339	Derrick Gonzalez	mcclurekara	Anderson, Fisher and Flores	316-48-7709	11/27/2019, 00:00:00	ddavis@hotmail.com	2012-05-09	(Decimal('27.830805'), Decimal('60.997966'))	
"USNS Flores
FPO AE 20382"	369	8630330696303482394	Jennifer Gregory	amandabrown	Kelley-Alvarez	087-72-5790	01 Aug 2021	edward67@yahoo.com	1919-03-04	(Decimal('7.6003105'), Decimal('-112.360666'))	
"4046 Breanna Lake Suite 383
Rosariobury, MP 26765"	1133	8630330696303482063	Amber Carlson	bowencourtney	Trevino-Keller	563-33-4940	2022-12-21	maldonadoelizabeth@gmail.com		(Decimal('-4.2246135'), Decimal('-14.442929'))	
"3954 Alexis Alley Suite 201
Taylormouth, OR 69548"	668	3590433799317661016	Dalton Morris	stephensjoseph	Munoz-Webb	333-08-2181	17 May 2018	jasonriley@yahoo.com		(Decimal('85.9738375'), Decimal('-60.100754'))	
"0471 Morse Shores Suite 121
Gregoryfurt, NC 60295"	2351	8630330696303482352	Gabrielle Gray	asims	Marquez LLC	484-01-3597	12/01/2018, 00:00:00	brendadavis@hotmail.com	1948-01-19	(Decimal('19.849778'), Decimal('100.882089'))	"9157 White Fork
Abigailborough, OK 70201"
"4985 Ashley Tunnel
Rodgersland, AS 02492"	148	3590433799317661990	Sandra Davis	glenda85	Reid LLC	413-70-9738	07/02/2020, 00:00:00	bryankatelyn@yahoo.com		(Decimal('-50.521396'), Decimal('106.454048'))	"PSC 8261, Box 7371
APO AP 43587"
"79960 Virginia Parkways Suite 864
Jamesmouth, DE 96498"	2419	359043379931766049	Jack Dunn	etyler	Diaz-Smith	878-41-3508	2024/09/19	hollyhale@yahoo.com		(Decimal('-22.693510'), Decimal('112.599219'))	
	2281	3590433799317661347	Shelby Dawson	levi32	Carey Group	800-07-6921	19 Aug 2023	leejohn@yahoo.com	1955-01-30	(Decimal('62.216589'), Decimal('68.577991'))	
"5277 Teresa Place Suite 075
Lake Larrystad, MH 50214"	360	3590433799317662477	Michael Roberts	wjohnson	Tate Group	626-14-2775	2024-09-04	knorris@hotmail.com	2005-05-26	(Decimal('-64.159270'), Decimal('-30.594564'))	
"594 Carrie Keys
Pearsonville, AS 58446"	536	8630330696303481362	Mr. Chris Moore	shawnbarnes	Hunter, Jones and Vazquez	364-87-8014	03/08/2020, 00:00:00	katherinehensley@gmail.com		(Decimal('68.1473965'), Decimal('8.209162'))	
"6193 Yoder Landing
South Donna, ME 00675"	1798	3590433799317662477	Levi Guerra	kristikelley	Chan, Sutton and Marquez	073-36-5732	15 Oct 2018	davidcruz@yahoo.com		(Decimal('65.8713075'), Decimal('23.771462'))	
"4376 Peterson Lane
Franklinfort, UT 73419"	1043	3590433799317661008	Jennifer Black	valeriemoss	Santos-Spencer	549-81-9343	2018/06/30	wangrobin@hotmail.com	1948-08-31	(Decimal('34.4293645'), Decimal('0.510544'))	"70728 Clay Mountain
Lindaburgh, MH 93997"
"9504 Coleman Causeway
Port Jeremy, AL 17522"	1982	863033069630348230	Dr. Jesse Barry	samantha99	Day-Jones	442-50-8579	2023-08-06	michealrobertson@gmail.com	1983-01-24	(Decimal('-13.582759'), Decimal('146.691339'))	
"88645 Tapia Walk Apt. 555
East Rebekah, CT 37269"	1099	3590433799317662378	Ian Sanchez	schaeferkimberly	Stephens-Mcconnell	098-42-5603	2022/01/31	qbates@yahoo.com		(Decimal('1.088905'), Decimal('-98.797720'))	"2648 Hernandez Unions Apt. 444
Lake Jonathanchester, AL 87947"
"USNS Williams
FPO AP 11578"	576	3590433799317661784	Justin Bell	michael24	Ortiz, Davis and Johnson	138-92-4397	02/28/2020, 00:00:00	swansonmatthew@yahoo.com		(Decimal('51.1880935'), Decimal('80.053278'))	
"157 Williams Canyon
Keithview, PA 24072"	352	3590433799317662204	Brittany Douglas	xdavis	Hale, Wilson and Smith	070-27-4842	2020-06-16	john66@hotmail.com	1962-07-08	(Decimal('84.1613575'), Decimal('-170.382890'))	
"31362 Garrison Fords
South Richard, PR 40334"	1741	3590433799317661321	Mark Mills	diane53	Lopez-Shelton	875-29-6018	2022-01-02	harringtonsean@hotmail.com		(Decimal('-81.457064'), Decimal('81.257462'))	"2530 Torres Harbor Suite 245
Lake Crystalchester, DC 64128"
"047 Byrd Road
Foxton, OR 14085"	979	3590433799317661362	Lauren Phillips	charles72	Sanchez, Nguyen and Reid	492-01-1244	2018/06/30	donovankristen@yahoo.com	1913-10-08		
"6368 Donna Hill
Port Vincent, CA 55712"	1958	863033069630348636	Amy Bright	richard52	Johnson-Vargas	411-12-3906	02 Jul 2021	heatherfields@gmail.com	1923-01-23	(Decimal('-63.8442165'), Decimal('-119.538054'))	
"64987 Jonathan Alley Apt. 465
Jessicaberg, UT 75659"	2539	8630330696303481164	Elizabeth Davis	fieldsvincent	Hodge LLC	021-04-3156	2021-01-25	christopher69@gmail.com		(Decimal('-68.2059665'), Decimal('-121.283520'))	"9232 Walker Corner Suite 631
Vickiberg, PW 55589"
"1157 Glenn Course Apt. 060
North Brian, UT 28161"	840	3590433799317661982	Christine Olson	idonovan	Best, Shelton and Clark	578-82-4630	2023-12-31	jennifer79@gmail.com		(Decimal('48.762593'), Decimal('-98.730730'))	"362 Rodriguez Stream Suite 249
Port Robinfort, CT 93992"
"2720 Mia Green
Lake Annettebury, NH 73857"	240	8630330696303481073	Kyle Copeland	fowlerconnie	Jenkins-Harris	840-43-4515	2020-05-06	jonesian@hotmail.com	1947-07-23	(Decimal('0.246279'), Decimal('-158.792539'))	"53808 Carla Ranch
Port Tiffany, WY 97386"
"6947 Billy Square
East Gabrielview, NC 65037"	696	863033069630348065	Gregory Stewart	williampacheco	Rojas-Barker	215-55-5900	2021/05/23	wadejohn@gmail.com		(Decimal('-38.5679715'), Decimal('109.937666'))	
"35177 Gabriel Trace Apt. 781
Loristad, NM 74428"	1157	3590433799317661057	Michael Cruz	adamevans	Palmer-Crane	124-03-0615	2021/09/11	suttonalexa@gmail.com	1955-10-10	(Decimal('4.5705395'), Decimal('149.251547'))	
	1178	3590433799317661164	Jennifer Calhoun	osmith	Burton, Cross and Jones	820-77-6797	12 Nov 2021	edwardstonya@hotmail.com	1942-06-14	(Decimal('89.0304395'), Decimal('60.478768'))	
	262	8630330696303482089	Julie Kramer	jason36	Mason-Leon	558-06-3680	2020-03-20	ericclements@yahoo.com		(Decimal('-27.627566'), Decimal('14.632580'))	"468 Pruitt Forks
Andrewville, FM 16903"
"1406 Martin Valley Apt. 058
Susanview, NE 93258"	2364	8630330696303481628	Briana Livingston	jerry02	Carlson, Waters and Rhodes	609-04-7335	2022/07/28	wallerwilliam@gmail.com	1983-11-16	(Decimal('-68.896463'), Decimal('176.975820'))	
"PSC 2286, Box 1655
APO AP 30375"	291	8630330696303481859	Ms. Alexandria Haynes	cunninghamamber	Nelson-Salazar	880-25-2974	2018/08/31	susan74@yahoo.com		(Decimal('-50.466351'), Decimal('105.623589'))	
"52308 Donald Mount
Lake Daniel, CT 25429"	1036	8630330696303482162	Christopher Barker	logan75	Bennett, Berry and Stone	156-63-7810	27 Jan 2022	carolyn69@gmail.com		(Decimal('-74.1299075'), Decimal('91.114170'))	
"USCGC Rivera
FPO AA 13649"	1862	359043379931766288	Mr. Jason Bryant	thomas45	Cunningham and Sons	680-91-8709	2021/01/06	tashataylor@hotmail.com	2009-10-29	(Decimal('15.2794745'), Decimal('-49.779933'))	
	867	3590433799317661412	Blake Walker	williamstoni	Bautista, Johnson and Clark	884-93-7475	2023/12/27	millerstacey@yahoo.com		(Decimal('12.0844075'), Decimal('156.706816'))	
	45	863033069630348750	Katelyn Flores	lklein	Cox PLC	885-20-8692	2023-06-27	zrodriguez@gmail.com		(Decimal('76.6365085'), Decimal('144.938400'))	"6434 Hopkins Islands
West Kelly, NY 37296"
	470	359043379931766502	Carlos Short	sarahmurphy	Watts-Thomas	327-45-7976	16 Apr 2018	tylerlamb@yahoo.com	2000-03-21	(Decimal('19.7838565'), Decimal('99.365712'))	
"15620 Joseph Street Suite 805
Port Donnashire, AL 67464"	2255	8630330696303482329	John Harris	dsalazar	Lopez, Smith and Bennett	557-62-6253	12/25/2019, 00:00:00	taylorsmith@hotmail.com		(Decimal('62.508617'), Decimal('24.290742'))	
"5603 Riley Viaduct Suite 831
Traceyside, ID 03223"	1324	8630330696303482089	Charles Webb	toddevans	Richards-Mitchell	197-83-9242	15 Jun 2019	christopher00@hotmail.com	1975-10-27	(Decimal('41.942977'), Decimal('66.052032'))	
"437 Andrea Harbor
South Teresafurt, VT 83657"	2279	8630330696303482444	Brandon Davis	gandrade	Mitchell, Mitchell and Robertson	748-97-5659	2018-05-25	dunnsteven@hotmail.com		(Decimal('-71.600558'), Decimal('86.188074'))	
	2140	359043379931766635	Matthew Mcknight	garrettmatthew	Schultz-Parrish	658-57-3549	04/25/2020, 00:00:00	vanessaking@yahoo.com	2009-09-01	(Decimal('49.2476485'), Decimal('97.804533'))	
"9136 Barton Canyon
Oliviaside, WV 30560"	774	359043379931766569	Kevin Terry	foxamanda	Harris and Sons	231-01-0423	05 Feb 2022	jbaldwin@gmail.com	1928-02-23	(Decimal('51.598172'), Decimal('129.220593'))	
"98749 Morgan Court Apt. 555
Toddville, AL 19373"	2175	863033069630348933	Jessica Williams	everetttodd	Marshall-Smith	299-35-1508	16 Apr 2019	browndaniel@gmail.com	1954-07-14	(Decimal('88.5519105'), Decimal('-137.542503'))	
"9225 Brian Extensions
Port Amberside, NE 98427"	2325	3590433799317662055	Jenna Ramos	adamcox	Greene-Taylor	837-75-2570	09 May 2018	hford@gmail.com	1994-01-27	(Decimal('-71.6276565'), Decimal('76.687897'))	
"2981 Martin Throughway
New Andreaport, IA 15794"	726	3590433799317661222	Seth Dunn	robert34	Fowler, Singleton and Williams	016-32-9828	12/19/2018, 00:00:00	phillipsheidi@yahoo.com	1960-03-06	(Decimal('63.0935545'), Decimal('30.602367'))	
"86622 Flores Points
Webstermouth, CO 63964"	2138	359043379931766486	James Bruce	juan14	Smith Inc	564-12-8608	2020-03-29	tara82@hotmail.com		(Decimal('-62.5325385'), Decimal('131.250006'))	
"873 Nicole Unions Suite 420
West Amber, NH 23405"	1970	3590433799317661784	Melissa Cervantes	briansparks	Rodriguez-Rogers	241-19-8069	2019/06/11	batesashley@yahoo.com	2014-10-20	(Decimal('-18.707285'), Decimal('-52.273554'))	"9786 Meyers Islands
New Cheryl, WI 58814"
"90439 Wiggins Glen
New Wendyside, KS 11042"	613	3590433799317662402	John Casey	amyjohnson	Rich, Brown and Smith	807-06-5320	29 May 2019	lisahuang@gmail.com		(Decimal('53.4083885'), Decimal('-80.142626'))	
"PSC 2766, Box 2280
APO AP 64972"	2225	359043379931766668	Sarah Cunningham	meghan29	Ross Ltd	237-60-4691	2024-02-23	mark82@gmail.com		(Decimal('61.9279185'), Decimal('-173.917202'))	
"1310 Rogers Hollow Suite 105
Christophermouth, NY 98639"	369	3590433799317661743	Matthew Sullivan	scott09	Dean, Singh and Guerra	551-24-8162	2019-08-06	ibrown@yahoo.com	1957-03-23	(Decimal('-39.7130185'), Decimal('-10.457501'))	
"411 Carter Estates
Griffinhaven, CO 93385"	1036	3590433799317661990	John Ramirez	danieldavis	Tate, Williams and Valenzuela	504-61-9133	20 Oct 2022	david41@yahoo.com		(Decimal('-47.3547395'), Decimal('-45.287219'))	
"PSC 4412, Box 2274
APO AA 99654"	1018	8630330696303481057	Paula Patel	perkinsjessica	Wells-Murphy	641-42-0184	01/04/2021, 00:00:00	ericavasquez@yahoo.com		(Decimal('-86.0965125'), Decimal('18.584829'))	"6071 Henry Ridges
Garyland, NE 97249"
	1686	8630330696303481784	Crystal Maldonado	thomasclark	Lin Inc	345-43-5329	2024/05/07	karen38@yahoo.com		(Decimal('60.459618'), Decimal('-104.047060'))	
"34704 Harry Estate Suite 573
Isabelshire, MD 15037"	2196	863033069630348263	Margaret Duran	amanda69	Arnold, Henderson and Howard	716-12-7331	2021-02-09	brittany61@gmail.com	1923-11-19	(Decimal('62.7183005'), Decimal('62.274569'))	
"969 Williams Station
East Cynthia, GU 45259"	2421	3590433799317662220	John Waters	jamescollins	Obrien-Collins	860-51-6814	07/03/2024, 00:00:00	ggonzalez@yahoo.com	1939-07-08	(Decimal('59.3962505'), Decimal('-130.779488'))	
"3634 Wagner Dam Suite 786
Maytown, FL 93591"	307	3590433799317661842	Tammy Edwards	jill26	Davis and Sons	797-08-9902	2023-01-02	fwallace@yahoo.com		(Decimal('-41.5373565'), Decimal('-139.587325'))	"USNS Chavez
FPO AA 67975"
"9455 Ashlee Valley Suite 031
South Samuelport, FL 35826"	562	3590433799317661164	Robert Pitts	ryandavis	Jacobs PLC	768-54-2957	06/21/2023, 00:00:00	ohoffman@yahoo.com	1919-01-25	(Decimal('-42.058992'), Decimal('124.356929'))	
	2073	863033069630348321	Sonia Martinez	hrichmond	Duncan-Brown	703-45-4246	2024-04-25	sullivanjoseph@gmail.com	1926-03-16	(Decimal('-43.061394'), Decimal('1.835303'))	
"767 Travis Junction Suite 311
Port Christina, CT 80613"	130	3590433799317661107	Terry Robinson Jr.	gonzalezmichael	Thomas Group	411-02-0085	2020/11/25	thomaswebb@hotmail.com	1965-05-12	(Decimal('-0.3047715'), Decimal('98.992026'))	
	623	8630330696303482345	Sherry Hatfield	brianoconnor	Wilson Group	516-90-9854	2022-04-19	hoodwesley@gmail.com		(Decimal('-12.1754955'), Decimal('14.959744'))	"9252 Matthew Cape Apt. 163
Ericberg, VI 59948"
"09677 Katherine Circle Suite 883
Joshuafurt, VA 11065"	2358	3590433799317661776	Michael Wade	richard39	Moon PLC	712-29-5160	11/29/2022, 00:00:00	chensamantha@yahoo.com		(Decimal('16.2743955'), Decimal('176.542958'))	
"0501 Joseph Route Suite 002
North Staceystad, MO 46537"	1216	863033069630348388	Lee Clark	bryanreed	Moreno-Abbott	190-64-9702	2022-05-21	tonyoneill@yahoo.com	1911-05-07		
"7366 Courtney Island
Matthewfort, GA 42969"	2471	3590433799317661073	Beth Holmes	whitemichael	Barnes, Robinson and Coleman	486-03-4159	2023/07/21	pwebster@yahoo.com		(Decimal('88.8644645'), Decimal('-26.854306'))	
"6628 King Junction Suite 706
West Daniel, NM 80317"	1293	359043379931766601	Ashley Castaneda	bcollins	Cox-Forbes	538-82-8337	2022-06-21	mramirez@gmail.com		(Decimal('-40.6730515'), Decimal('47.342749'))	
	1507	8630330696303481370	Dustin Wheeler	cruzapril	Maynard Inc	222-89-5447	2023/01/06	aanderson@gmail.com	2022-05-11	(Decimal('88.043221'), Decimal('109.574546'))	"0720 Munoz Street Apt. 951
Lake Douglas, CO 76434"
"Unit 7624 Box 8652
DPO AE 27177"	590	3590433799317661339	Regina Cuevas	mrios	Anderson Ltd	211-17-8054	08/13/2020, 00:00:00	jjohnson@hotmail.com		(Decimal('39.4342405'), Decimal('20.117137'))	
"0954 Williams Ramp
Lake Lauratown, TN 90832"	860	3590433799317662337	Jeffery Rios	danielleharmon	Marsh, Davis and Padilla	289-20-2986	14 Apr 2019	robertnoble@yahoo.com	1914-04-18	(Decimal('-0.3398715'), Decimal('-16.411972'))	
"03295 Morse Plains
Roweside, WY 34932"	2274	8630330696303482436	Amy Miller	tfletcher	Hayes LLC	514-57-6293	05 Oct 2018	chad78@hotmail.com		(Decimal('-89.0255995'), Decimal('31.650065'))	"USS Tucker
FPO AP 08361"
"09797 Ross Neck Apt. 491
Josemouth, DE 96797"	2183	8630330696303481313	Frances Campbell	michael60	Thomas, Hernandez and Robertson	880-70-8354	04 Jan 2023	juan03@hotmail.com	1977-10-09	(Decimal('62.1006295'), Decimal('-125.929037'))	
"68624 Grant Mission Suite 453
East Deborahview, IA 93055"	647	863033069630348206	Christopher Carter	nmontgomery	Burton, Marshall and Harris	312-04-1930	05 Oct 2019	jacobsoncorey@yahoo.com			"6469 Wolfe Shore
Melissaburgh, MN 82304"
	1803	3590433799317661511	Matthew Choi	matthewmann	Matthews PLC	234-13-8990	10/31/2022, 00:00:00	albertthomas@yahoo.com	2004-05-26	(Decimal('-68.052704'), Decimal('103.746208'))	
"264 Ayers Ferry
North Chelsea, UT 42385"	1321	8630330696303481362	Michael Ward	ashleyrobinson	Myers PLC	869-33-9148	06/08/2023, 00:00:00	xavier38@hotmail.com		(Decimal('79.260512'), Decimal('16.635571'))	
"262 Joshua Locks
East Meganside, NY 46294"	397	863033069630348677	William Robles	adriangarcia	Jackson, Farmer and Williams	508-77-1201	10 Oct 2023	brockbrandi@hotmail.com		(Decimal('69.707321'), Decimal('-158.334656'))	
"048 David Junction
New Dwayne, PA 99131"	237	8630330696303481966	William Cuevas	cgonzalez	Taylor-Adams	135-73-9755	2022-02-22	tammie78@yahoo.com	1997-04-10	(Decimal('59.7944795'), Decimal('6.948203'))	
"PSC 7164, Box 9045
APO AE 05049"	530	8630330696303482378	Jessica Harrison	mpearson	Lee-Keith	080-46-7952	04/22/2019, 00:00:00	colin71@gmail.com	1947-08-03	(Decimal('-37.1938795'), Decimal('20.300779'))	
	2491	863033069630348487	Jennifer Davis	colonnicole	Jackson, Wallace and Anderson	483-27-2620	2018-11-16	david70@yahoo.com		(Decimal('66.260602'), Decimal('-90.545555'))	"USCGC Dawson
FPO AA 75150"
"5034 Holland Ridges
Santiagoton, WV 04147"	173	3590433799317661669	David Garza	mary89	Williams, Decker and Flores	215-22-5054	2024/05/15	fieldsfrank@hotmail.com		(Decimal('77.9359425'), Decimal('-148.566910'))	
"395 Wong Flat
East Adrienneville, KS 04255"	2551	3590433799317661123	Brendan Smith	lauracarr	Young PLC	771-55-8493	2020-08-08	jreed@yahoo.com		(Decimal('13.456596'), Decimal('130.407159'))	
	1335	3590433799317661719	Tony Mckee	wjames	Horton-Ford	386-08-6109	2017/11/15	marcuspope@yahoo.com	1957-12-01	(Decimal('34.720847'), Decimal('79.694527'))	"89766 Margaret Hollow
Tanyachester, RI 74608"
"Unit 5378 Box 9879
DPO AE 07730"	1043	3590433799317661818	Jennifer Evans	ashley85	Henderson-Bradley	758-82-2806	2023-06-16	patrick56@gmail.com	1978-09-20	(Decimal('58.623759'), Decimal('123.110787'))	"7680 Patrick Walk
Cookhaven, NH 38437"
"0765 Jacob Oval
Ericberg, AL 59802"	1213	8630330696303482006	Eric Callahan	dfloyd	Case, Williams and Brown	739-58-6714	02/03/2021, 00:00:00	sandrahernandez@hotmail.com	1908-12-21	(Decimal('-70.467001'), Decimal('-60.717553'))	
"4764 Maria Mountain Apt. 931
Laurenshire, PW 11285"	29	8630330696303482311	Joanna Owens	santosemily	Henderson, Miller and Page	702-77-6456	2021/10/13	uking@hotmail.com	1975-01-20	(Decimal('39.0523765'), Decimal('43.069677'))	
"64623 Pennington Path Apt. 844
Jeffreyhaven, NY 61239"	432	8630330696303482469	Maria Powell	donna34	Schwartz, Vasquez and Garcia	030-33-7526	2020-01-30	valeriedominguez@yahoo.com	1960-08-11	(Decimal('-12.3628785'), Decimal('-21.795966'))	"214 Alexandra Lane Suite 692
North Elizabeth, PR 26509"
"738 Vincent Shore
Evansmouth, HI 13425"	703	3590433799317662378	Melissa Hicks	jtyler	Mccormick, Chang and Torres	362-33-2493	2019-05-14	brownjoseph@hotmail.com	1924-04-04	(Decimal('-56.333996'), Decimal('-111.850284'))	
	2309	3590433799317661834	James Lee	lramsey	Reynolds-Bishop	079-14-0471	2017-12-22	wendyanderson@hotmail.com	1914-06-30	(Decimal('-79.8708495'), Decimal('-27.392331'))	
	2353	3590433799317662428	Kristina Weaver	solomonjerry	White Ltd	271-95-0890	2023-05-17	ericareynolds@hotmail.com		(Decimal('-38.076085'), Decimal('168.660804'))	"588 Craig Wall
Garzatown, WV 35618"
"230 Emily Station
Hollandmouth, DE 66156"	1410	3590433799317662295	Steven Coleman	millslinda	Tran, Thompson and Jones	643-87-9830	2019/02/11	qharvey@yahoo.com	1947-07-04	(Decimal('55.7486435'), Decimal('-104.883862'))	
"403 Lester Parkways Apt. 413
West Racheltown, NY 19727"	503	863033069630348024	Mark Jones	joseph65	Edwards, Robinson and Parker	863-68-1695	01/15/2020, 00:00:00	susan89@gmail.com		(Decimal('2.646879'), Decimal('130.178108'))	
"262 Justin Tunnel Apt. 244
Hallfort, HI 56286"	508	8630330696303481800	Natasha Flores	tony82	Gonzales LLC	551-92-4712	2017-09-23	rebecca72@hotmail.com	1938-10-29	(Decimal('-42.0392705'), Decimal('-108.848678'))	"6785 Danielle Parkways
Garciaville, WI 57210"
"7692 Jeffrey Road Apt. 295
North Chelsealand, MN 47149"	971	863033069630348396	Rebecca Hernandez	jessica14	Rivera, Lee and Lee	340-67-0351	2020-08-17	warnernancy@gmail.com		(Decimal('-12.9044105'), Decimal('146.639348'))	
"8708 Daniel Station
East Lauren, MA 68081"	1435	3590433799317661982	Anthony Rhodes	danielprice	Blair and Sons	299-76-9795	2021-05-19	williamtorres@yahoo.com	1998-08-26	(Decimal('45.0291495'), Decimal('-96.796183'))	"7049 Jennifer Orchard Suite 970
New Anthony, OR 12660"
	2053	8630330696303481727	Darryl White	garciastephen	Rhodes-Conner	430-13-0012	2020-03-20	santosdanny@hotmail.com		(Decimal('25.941356'), Decimal('29.859084'))	
"1194 Angelica Views
Garnerbury, TX 37612"	162	863033069630348057	Michael Warner	christine27	Jones Inc	635-21-4895	05 May 2023	campbelljeremiah@gmail.com	1953-07-28	(Decimal('-3.797849'), Decimal('0.939011'))	
	1846	359043379931766668	Charles Sanders	psmith	Salinas-Mccullough	626-92-3171	23 Jan 2024	lejeremiah@hotmail.com		(Decimal('-81.361283'), Decimal('-138.984849'))	
"600 Arthur Court Suite 139
Mccoybury, IA 37551"	1205	3590433799317661305	Michelle Morgan	gabrielle21	Newman-Nguyen	537-28-1023	01/19/2018, 00:00:00	aallen@hotmail.com			"90729 Hunter Union
Burnsfort, DC 38473"
"28359 Evans Drive Apt. 657
North Karenberg, LA 66688"	603	8630330696303481222	Amy Long	garnersheila	White PLC	521-46-4826	2018/09/24	kellyanderson@yahoo.com		(Decimal('86.357276'), Decimal('142.380956'))	
	2406	863033069630348024	Daniel Lopez	heather87	Crane, Mcdowell and Luna	516-67-4016	08 Nov 2022	mandy53@yahoo.com	1996-07-09	(Decimal('-72.289649'), Decimal('-10.148302'))	
"616 Michael Fork
Port Andrew, AR 35739"	1901	863033069630348396	Heather Washington	joseph22	Bass, Johnson and Holden	196-72-9699	22 Feb 2018	brett35@hotmail.com		(Decimal('-39.465779'), Decimal('168.886635'))	
